run,epoch,batch_size,avg_cost,mem_gb,compil_time,model_name,strategy,dp,pp,tp,max_memory,max_utilization
0,0,1,0.16930670738220216,6.638668539002538,167.7695038318634,facebook/opt-350m,DynP,-1,1,1,16,31
1,0,1,0.09791121482849122,6.638668539002538,0.10669255256652832,facebook/opt-350m,DynP,-1,1,1,28,57
2,0,1,0.10899460315704346,6.638668539002538,0.10494327545166016,facebook/opt-350m,DynP,-1,1,1,30,63
0,0,2,0.18499574661254883,7.1104068122804165,152.19637751579285,facebook/opt-350m,DynP,-1,1,1,26,60
1,0,2,0.15687005519866942,7.1104068122804165,0.11275339126586914,facebook/opt-350m,DynP,-1,1,1,21,43
2,0,2,0.15202231407165528,7.1104068122804165,0.12313342094421387,facebook/opt-350m,DynP,-1,1,1,13,30
0,0,4,0.15729215145111083,8.251536179333925,132.82043385505676,facebook/opt-350m,DynP,-1,1,1,1,1
1,0,4,0.1458831787109375,8.251536179333925,0.26612043380737305,facebook/opt-350m,DynP,-1,1,1,45,83
2,0,4,0.13712699413299562,8.251536179333925,0.4378185272216797,facebook/opt-350m,DynP,-1,1,1,45,84
0,0,8,0.18107104301452637,10.685615357011557,127.21599459648132,facebook/opt-350m,DynP,-1,1,1,56,90
1,0,8,0.19626126289367676,10.685615357011557,0.17673730850219727,facebook/opt-350m,DynP,-1,1,1,55,87
2,0,8,0.18321585655212402,10.685615357011557,0.1963520050048828,facebook/opt-350m,DynP,-1,1,1,56,91
0,0,16,0.38571140766143797,13.952217480167747,123.25166487693787,facebook/opt-350m,DynP,-1,1,1,72,100
1,0,16,0.29426846504211424,13.952217480167747,0.3186798095703125,facebook/opt-350m,DynP,-1,1,1,69,100
2,0,16,0.2921512365341187,13.952217480167747,0.6182692050933838,facebook/opt-350m,DynP,-1,1,1,68,95
0,0,32,0.5604737043380738,21.940038299188018,123.49128746986389,facebook/opt-350m,DynP,-1,1,1,77,100
1,0,32,0.48708243370056153,21.940038299188018,0.5029211044311523,facebook/opt-350m,DynP,-1,1,1,77,100
2,0,32,0.5328481435775757,21.940038299188018,0.5113861560821533,facebook/opt-350m,DynP,-1,1,1,75,100
0,0,64,0.9690964698791504,37.17734341882169,121.4376106262207,facebook/opt-350m,DynP,-1,1,1,80,100
1,0,64,0.9956160545349121,37.17734341882169,0.9027092456817627,facebook/opt-350m,DynP,-1,1,1,80,100
2,0,64,0.9782087802886963,37.17734341882169,0.9139909744262695,facebook/opt-350m,DynP,-1,1,1,80,100
