run,epoch,batch_size,avg_cost,mem_gb,compil_time,model_name,strategy,dp,pp,tp,max_memory,max_utilization
0,0,1,0.1377314567565918,9.689828069880605,84.86584782600403,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,0,0
1,0,1,0.10976362228393555,9.689828069880605,0.08347582817077637,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,26,53
2,0,1,0.11344139575958252,9.689828069880605,0.09201240539550781,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,30,56
0,0,2,0.10944733619689942,11.400574820116162,51.39799904823303,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,24,46
1,0,2,0.12469086647033692,11.400574820116162,0.07893800735473633,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,34,64
2,0,2,0.09170768260955811,11.400574820116162,0.0852513313293457,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,34,62
0,0,4,0.1602121114730835,14.619442449882627,52.22739362716675,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,27,50
1,0,4,0.09791288375854493,14.619442449882627,0.09469246864318848,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,39,85
2,0,4,0.10497303009033203,14.619442449882627,0.09236383438110352,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,42,83
0,0,8,0.13195481300354003,21.286892818287015,50.62745952606201,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,48,91
1,0,8,0.14437150955200195,21.286892818287015,0.12230753898620605,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,48,92
2,0,8,0.16029844284057618,21.286892818287015,0.13080072402954102,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,34,61
0,0,16,0.2857722282409668,38.16561031900346,67.95488691329956,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,66,100
1,0,16,0.20301995277404786,38.16561031900346,0.21972084045410156,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,61,100
2,0,16,0.2020181894302368,38.16561031900346,0.20117664337158203,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,67,100
0,0,32,0.30182037353515623,55.11243532784283,65.18419408798218,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,65,100
1,0,32,0.32336480617523194,55.11243532784283,0.29781413078308105,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,66,100
2,0,32,0.3694200038909912,55.11243532784283,0.3144867420196533,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,66,100
