run,epoch,batch_size,avg_cost,mem_gb,compil_time,model_name,strategy,dp,pp,tp,max_memory,max_utilization
0,0,1,0.18597218990325928,17.58086554147303,82.98490405082703,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,58,75
1,0,1,0.1944640874862671,17.58086554147303,0.07860851287841797,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,71,92
2,0,1,0.18873264789581298,17.58086554147303,0.07223033905029297,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,31,44
0,0,2,0.12469146251678467,18.825479658320546,49.44122862815857,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,0,0
1,0,2,0.1630197286605835,18.825479658320546,0.08031463623046875,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,0,0
2,0,2,0.1758075475692749,18.825479658320546,0.07774591445922852,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,0,0
0,0,4,0.18791418075561522,21.360354559496045,52.115055561065674,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,38,56
1,0,4,0.14729750156402588,21.360354559496045,0.09377789497375488,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,0,0
2,0,4,0.15291399955749513,21.360354559496045,0.0992124080657959,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,0,0
0,0,8,0.12224125862121582,26.482359992340207,48.60027027130127,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,56,100
1,0,8,0.1162262201309204,26.482359992340207,0.14245271682739258,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,53,100
2,0,8,0.135345983505249,26.482359992340207,0.12562251091003418,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,56,100
0,0,16,0.20926365852355958,36.27225010283291,52.39629149436951,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,60,100
1,0,16,0.19251677989959717,36.27225010283291,0.1943202018737793,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,60,100
2,0,16,0.3104836940765381,36.27225010283291,0.19016146659851074,Erland/Llama-3.2-1B-JAX,DynP,-1,1,1,56,100
