run,epoch,batch_size,avg_cost,mem_gb,compil_time,model_name,strategy,dp,pp,tp,max_memory,max_utilization
0,0,1,0.02713754177093506,2.67752780392766,28.680662393569946,google-t5/t5-small,DynP,-1,1,1,19,48
1,0,1,0.027922654151916505,2.67752780392766,0.03561115264892578,google-t5/t5-small,DynP,-1,1,1,18,44
2,0,1,0.16502344608306885,2.67752780392766,0.0369868278503418,google-t5/t5-small,DynP,-1,1,1,0,0
0,0,2,0.02595682144165039,3.5903883539140224,19.967646598815918,google-t5/t5-small,DynP,-1,1,1,30,72
1,0,2,0.02714858055114746,3.5903883539140224,0.03881692886352539,google-t5/t5-small,DynP,-1,1,1,25,58
2,0,2,0.15749189853668213,3.5903883539140224,0.04563498497009277,google-t5/t5-small,DynP,-1,1,1,0,0
0,0,4,0.05443286895751953,5.106531273573637,19.93962049484253,google-t5/t5-small,DynP,-1,1,1,48,92
1,0,4,0.163104248046875,5.106531273573637,0.04351449012756348,google-t5/t5-small,DynP,-1,1,1,0,0
2,0,4,0.05598680973052979,5.106531273573637,0.041823387145996094,google-t5/t5-small,DynP,-1,1,1,47,90
0,0,8,0.05594909191131592,8.424919407814741,18.780585765838623,google-t5/t5-small,DynP,-1,1,1,60,100
1,0,8,0.1342763662338257,8.424919407814741,0.06362414360046387,google-t5/t5-small,DynP,-1,1,1,0,0
2,0,8,0.054284858703613284,8.424919407814741,0.05070066452026367,google-t5/t5-small,DynP,-1,1,1,61,100
0,0,16,0.21406757831573486,14.78174303099513,18.560452938079834,google-t5/t5-small,DynP,-1,1,1,44,61
1,0,16,0.1867781400680542,14.78174303099513,0.07822632789611816,google-t5/t5-small,DynP,-1,1,1,0,0
2,0,16,0.1888523817062378,14.78174303099513,0.08719968795776367,google-t5/t5-small,DynP,-1,1,1,0,0
0,0,32,0.17528750896453857,27.89948831126094,17.54307222366333,google-t5/t5-small,DynP,-1,1,1,0,0
1,0,32,0.1490239143371582,27.89948831126094,0.12160205841064453,google-t5/t5-small,DynP,-1,1,1,24,31
2,0,32,0.13660690784454346,27.89948831126094,0.13013434410095215,google-t5/t5-small,DynP,-1,1,1,80,100
0,0,64,0.3523245334625244,54.096770863980055,18.361724376678467,google-t5/t5-small,DynP,-1,1,1,83,100
1,0,64,0.32972869873046873,54.096770863980055,0.21817970275878906,google-t5/t5-small,DynP,-1,1,1,84,100
2,0,64,0.3335618734359741,54.096770863980055,0.2179579734802246,google-t5/t5-small,DynP,-1,1,1,84,100
